config,val_mae_mean,train_mae_mean,min_samples_leaf,max_leaf_nodes,max_iter,max_depth,learning_rate,l2_regularization,max_bins,random_state
R196_iter600_lr0.128_l21.2,1292.0358282262127,1170.2907594686287,40,31,600,15.0,0.12789473684210526,1.236842105263158,255,42
R165_iter1000_lr0.095_l20.7,1292.0392410569953,1167.0078033969576,20,31,1000,,0.09473684210526316,0.7105263157894737,255,42
R68_iter1500_lr0.135_l20.8,1292.0915330314592,1162.117654026505,20,31,1500,,0.13526315789473684,0.8157894736842105,255,42
R87_iter1500_lr0.087_l21.2,1292.382447425654,1173.8226046762752,20,31,1500,10.0,0.08736842105263158,1.236842105263158,255,42
R55_iter800_lr0.109_l20.9,1292.4075315655139,1180.3332324032383,40,31,800,25.0,0.1094736842105263,0.9210526315789473,255,42
R164_iter1000_lr0.117_l21.3,1292.5222162571856,1166.3832568199916,40,63,1000,10.0,0.11684210526315789,1.3421052631578947,255,42
R101_iter800_lr0.106_l22.3,1292.8945952214233,1174.9180931057194,30,31,800,25.0,0.10578947368421052,2.289473684210526,255,42
R120_iter600_lr0.143_l20.6,1293.370250122423,1167.6326573929248,20,31,600,15.0,0.14263157894736841,0.6052631578947368,255,42
R144_iter600_lr0.146_l20.6,1293.488858865442,1164.2371766057258,20,31,600,,0.1463157894736842,0.6052631578947368,255,42
R249_iter1500_lr0.117_l22.5,1293.7009018722963,1171.6424370921495,20,31,1500,10.0,0.11684210526315789,2.5,255,42
R138_iter1500_lr0.146_l22.1,1293.7395879963215,1171.8168017002934,30,31,1500,,0.1463157894736842,2.0789473684210527,255,42
R228_iter800_lr0.124_l21.6,1293.902860244741,1178.2607881350673,30,31,800,15.0,0.12421052631578947,1.5526315789473684,255,42
R218_iter1500_lr0.113_l21.9,1294.550751144283,1177.6534284245824,30,31,1500,15.0,0.1131578947368421,1.8684210526315788,255,42
R121_iter800_lr0.087_l20.9,1294.7306206418857,1181.9122614150049,30,31,800,10.0,0.08736842105263158,0.9210526315789473,255,42
R25_iter1500_lr0.143_l21.2,1294.7382087401152,1174.359544428156,30,31,1500,20.0,0.14263157894736841,1.236842105263158,255,42
R116_iter600_lr0.128_l20.6,1295.1956424658279,1173.724563751613,20,31,600,20.0,0.12789473684210526,0.6052631578947368,255,42
R163_iter600_lr0.124_l21.7,1295.406807484384,1174.4482588983824,20,31,600,,0.12421052631578947,1.6578947368421053,255,42
R239_iter600_lr0.098_l22.1,1295.808229123578,1187.1902456790422,30,31,600,25.0,0.09842105263157895,2.0789473684210527,255,42
R93_iter1500_lr0.113_l20.5,1295.8519529380992,1182.9230917251132,40,31,1500,10.0,0.1131578947368421,0.5,255,42
R18_iter800_lr0.098_l21.3,1296.0983504394194,1182.9254740823199,30,31,800,20.0,0.09842105263157895,1.3421052631578947,255,42
R22_iter1500_lr0.124_l20.7,1296.6282541063404,1181.9025645470751,30,31,1500,15.0,0.12421052631578947,0.7105263157894737,255,42
R45_iter600_lr0.102_l20.7,1297.0900188114856,1186.7537041612854,40,31,600,25.0,0.10210526315789473,0.7105263157894737,255,42
R8_iter1000_lr0.087_l21.7,1297.1978281598958,1184.8420962119708,40,31,1000,10.0,0.08736842105263158,1.6578947368421053,255,42
R220_iter1500_lr0.087_l22.1,1297.304040702641,1186.3223289630896,40,31,1500,10.0,0.08736842105263158,2.0789473684210527,255,42
R59_iter800_lr0.095_l21.6,1298.4218188655511,1184.9388070387606,20,31,800,10.0,0.09473684210526316,1.5526315789473684,255,42
R23_iter800_lr0.087_l21.4,1298.7229343230172,1185.930502329611,20,31,800,20.0,0.08736842105263158,1.4473684210526314,255,42
R90_iter1500_lr0.113_l21.1,1299.4575810205329,1186.4874269808765,20,31,1500,10.0,0.1131578947368421,1.131578947368421,255,42
R54_iter800_lr0.098_l21.9,1299.8428827603743,1186.5375176451757,40,31,800,15.0,0.09842105263157895,1.8684210526315788,255,42
R174_iter1500_lr0.098_l20.9,1300.0393224904858,1185.9865879734484,30,31,1500,10.0,0.09842105263157895,0.9210526315789473,255,42
R153_iter1500_lr0.135_l20.7,1300.0772239623304,1186.4233205584526,40,31,1500,10.0,0.13526315789473684,0.7105263157894737,255,42
R60_iter1500_lr0.080_l22.5,1301.4829474311998,1185.5365119750213,20,31,1500,10.0,0.08,2.5,255,42
R16_iter600_lr0.098_l21.0,1301.5412853624548,1191.8661179761152,30,31,600,20.0,0.09842105263157895,1.026315789473684,255,42
R41_iter600_lr0.087_l21.7,1301.8196025020982,1193.629601389903,20,31,600,25.0,0.08736842105263158,1.6578947368421053,255,42
R100_iter600_lr0.095_l20.6,1302.0538585820825,1196.4008801217947,30,31,600,10.0,0.09473684210526316,0.6052631578947368,255,42
R70_iter1500_lr0.124_l21.7,1302.16524919015,1188.0600368660944,40,31,1500,,0.12421052631578947,1.6578947368421053,255,42
R57_iter1500_lr0.109_l21.7,1303.008116652651,1199.6693556534156,40,31,1500,10.0,0.1094736842105263,1.6578947368421053,255,42
R166_iter1500_lr0.106_l21.9,1303.2703939695818,1196.0497604866953,40,31,1500,10.0,0.10578947368421052,1.8684210526315788,255,42
R167_iter600_lr0.087_l21.8,1304.8051557617393,1200.7407463678105,20,31,600,10.0,0.08736842105263158,1.763157894736842,255,42
R26_iter600_lr0.117_l20.9,1305.150328606633,1196.8178249227794,40,31,600,25.0,0.11684210526315789,0.9210526315789473,255,42
R34_iter600_lr0.091_l22.1,1305.572619708073,1204.4117911925753,30,31,600,,0.09105263157894737,2.0789473684210527,255,42
R237_iter600_lr0.080_l20.9,1308.813158165992,1210.75703667805,30,31,600,25.0,0.08,0.9210526315789473,255,42
R236_iter600_lr0.080_l22.5,1309.0435372953084,1210.850905271931,30,31,600,25.0,0.08,2.5,255,42
R212_iter600_lr0.098_l22.3,1311.475493139588,1210.7597011820742,40,31,600,10.0,0.09842105263157895,2.289473684210526,255,42
R162_iter600_lr0.117_l21.4,1313.1517774367599,1208.8242150177043,40,31,600,10.0,0.11684210526315789,1.4473684210526314,255,42
