2025-12-15 08:54:23,420 - - 10 iterations | 8-fold | FS_KEEP_RATIO=0.4
2025-12-15 08:55:48,904 - R0_iter600_lr0.106_l21.24_leaf31 | VAL_RMSE=2257.974041 | VAL_MAE=1330.500056 | VAL_R2=0.946031 | VAL_BIAS=115.217229 | TRAIN_RMSE=2021.779228 | TRAIN_MAE=1221.232065 | SelAvg=10.000 | Params={'min_samples_leaf': 40, 'max_leaf_nodes': 31, 'max_iter': 600, 'max_depth': 15, 'learning_rate': np.float64(0.10578947368421052), 'l2_regularization': np.float64(1.236842105263158), 'max_bins': 255, 'random_state': 42}
2025-12-15 08:57:17,749 - R1_iter600_lr0.128_l20.61_leaf127 | VAL_RMSE=2204.139364 | VAL_MAE=1283.100182 | VAL_R2=0.948575 | VAL_BIAS=106.234771 | TRAIN_RMSE=1786.664902 | TRAIN_MAE=1068.486536 | SelAvg=10.000 | Params={'min_samples_leaf': 40, 'max_leaf_nodes': 127, 'max_iter': 600, 'max_depth': 25, 'learning_rate': np.float64(0.12789473684210526), 'l2_regularization': np.float64(0.6052631578947368), 'max_bins': 255, 'random_state': 42}
2025-12-15 08:58:44,168 - R2_iter600_lr0.102_l22.29_leaf31 | VAL_RMSE=2214.660210 | VAL_MAE=1315.444672 | VAL_R2=0.948126 | VAL_BIAS=113.726211 | TRAIN_RMSE=1955.026018 | TRAIN_MAE=1191.439421 | SelAvg=10.000 | Params={'min_samples_leaf': 20, 'max_leaf_nodes': 31, 'max_iter': 600, 'max_depth': 25, 'learning_rate': np.float64(0.10210526315789473), 'l2_regularization': np.float64(2.289473684210526), 'max_bins': 255, 'random_state': 42}
2025-12-15 09:00:17,488 - R3_iter1000_lr0.098_l21.87_leaf127 | VAL_RMSE=2198.229609 | VAL_MAE=1274.853201 | VAL_R2=0.948846 | VAL_BIAS=102.752827 | TRAIN_RMSE=1759.065276 | TRAIN_MAE=1052.338516 | SelAvg=10.000 | Params={'min_samples_leaf': 30, 'max_leaf_nodes': 127, 'max_iter': 1000, 'max_depth': None, 'learning_rate': np.float64(0.09842105263157895), 'l2_regularization': np.float64(1.8684210526315788), 'max_bins': 255, 'random_state': 42}
2025-12-15 09:01:42,873 - R4_iter1000_lr0.087_l21.76_leaf31 | VAL_RMSE=2224.474110 | VAL_MAE=1315.882189 | VAL_R2=0.947663 | VAL_BIAS=115.808582 | TRAIN_RMSE=1947.869050 | TRAIN_MAE=1187.089553 | SelAvg=10.000 | Params={'min_samples_leaf': 20, 'max_leaf_nodes': 31, 'max_iter': 1000, 'max_depth': None, 'learning_rate': np.float64(0.08736842105263158), 'l2_regularization': np.float64(1.763157894736842), 'max_bins': 255, 'random_state': 42}
2025-12-15 09:03:08,574 - R5_iter1000_lr0.132_l22.29_leaf127 | VAL_RMSE=2187.304950 | VAL_MAE=1277.071765 | VAL_R2=0.949351 | VAL_BIAS=101.952819 | TRAIN_RMSE=1761.374143 | TRAIN_MAE=1055.953663 | SelAvg=10.000 | Params={'min_samples_leaf': 30, 'max_leaf_nodes': 127, 'max_iter': 1000, 'max_depth': None, 'learning_rate': np.float64(0.13157894736842105), 'l2_regularization': np.float64(2.289473684210526), 'max_bins': 255, 'random_state': 42}
2025-12-15 09:04:33,338 - R6_iter1000_lr0.121_l22.39_leaf127 | VAL_RMSE=2191.110307 | VAL_MAE=1278.852152 | VAL_R2=0.949191 | VAL_BIAS=106.335251 | TRAIN_RMSE=1752.768900 | TRAIN_MAE=1056.397581 | SelAvg=10.000 | Params={'min_samples_leaf': 20, 'max_leaf_nodes': 127, 'max_iter': 1000, 'max_depth': 25, 'learning_rate': np.float64(0.12052631578947368), 'l2_regularization': np.float64(2.394736842105263), 'max_bins': 255, 'random_state': 42}
2025-12-15 09:06:05,117 - R7_iter800_lr0.087_l21.24_leaf127 | VAL_RMSE=2177.292010 | VAL_MAE=1272.940690 | VAL_R2=0.949809 | VAL_BIAS=103.732736 | TRAIN_RMSE=1726.908290 | TRAIN_MAE=1041.011240 | SelAvg=10.000 | Params={'min_samples_leaf': 20, 'max_leaf_nodes': 127, 'max_iter': 800, 'max_depth': 15, 'learning_rate': np.float64(0.08736842105263158), 'l2_regularization': np.float64(1.236842105263158), 'max_bins': 255, 'random_state': 42}
2025-12-15 09:07:28,767 - R8_iter1000_lr0.121_l21.66_leaf63 | VAL_RMSE=2212.415800 | VAL_MAE=1298.064926 | VAL_R2=0.948217 | VAL_BIAS=104.175475 | TRAIN_RMSE=1863.179141 | TRAIN_MAE=1129.129543 | SelAvg=10.000 | Params={'min_samples_leaf': 30, 'max_leaf_nodes': 63, 'max_iter': 1000, 'max_depth': 10, 'learning_rate': np.float64(0.12052631578947368), 'l2_regularization': np.float64(1.6578947368421053), 'max_bins': 255, 'random_state': 42}
2025-12-15 09:08:59,347 - R9_iter600_lr0.098_l22.29_leaf127 | VAL_RMSE=2192.174319 | VAL_MAE=1279.665634 | VAL_R2=0.949135 | VAL_BIAS=103.853989 | TRAIN_RMSE=1796.868191 | TRAIN_MAE=1075.050526 | SelAvg=10.000 | Params={'min_samples_leaf': 40, 'max_leaf_nodes': 127, 'max_iter': 600, 'max_depth': 25, 'learning_rate': np.float64(0.09842105263157895), 'l2_regularization': np.float64(2.289473684210526), 'max_bins': 255, 'random_state': 42}
