config,val_rmse_mean,train_rmse_mean,val_mae_mean,train_mae_mean,val_r2_mean,train_r2_mean,val_bias_mean,train_bias_mean,avg_selected_features,avg_total_features,min_samples_leaf,max_leaf_nodes,max_iter,max_depth,learning_rate,l2_regularization,max_bins,random_state
R10_iter1000_lr0.106_l21.55_leaf63,2179.0738421428478,1814.4598585511833,1276.6444763693062,1101.5102818324772,0.9497509122661675,0.9652439808561375,104.74131628944403,92.10201871667036,14.0,25.0,30,63,1000,25.0,0.10578947368421052,1.5526315789473684,255,42
R27_iter1500_lr0.091_l20.61_leaf63,2180.3220804106095,1819.5245062716047,1278.0995068750412,1104.586477780935,0.9496787986200156,0.9649674848851134,107.80331809312266,92.85252056549677,14.0,25.0,30,63,1500,,0.09105263157894737,0.6052631578947368,255,42
R32_iter1000_lr0.143_l22.08_leaf63,2180.6991600420556,1816.868249036966,1281.6217014017316,1102.6192026208364,0.9497192129012926,0.9651446576424965,102.10425663153234,90.9052155990071,14.0,25.0,30,63,1000,20.0,0.14263157894736841,2.0789473684210527,255,42
R23_iter800_lr0.117_l20.50_leaf31,2182.522140729097,1875.9209907912525,1294.917126708719,1149.0410897038578,0.9496343623017618,0.9628027301146167,109.26105011555876,97.76006225888229,14.0,25.0,20,31,800,,0.11684210526315789,0.5,255,42
R28_iter800_lr0.143_l21.97_leaf31,2182.9730797377747,1874.4178621809795,1293.7960441522569,1149.7146080009736,0.9495825833323276,0.9629251021690102,106.07124785943954,96.0674611173863,14.0,25.0,20,31,800,10.0,0.14263157894736841,1.9736842105263157,255,42
R21_iter800_lr0.139_l22.50_leaf63,2184.4181502886745,1828.0498807797157,1282.892193249921,1109.0566990347993,0.9494691624813993,0.9646952992305561,104.38557587660748,90.76105117721883,14.0,25.0,40,63,800,15.0,0.13894736842105262,2.5,255,42
R13_iter1000_lr0.128_l22.39_leaf127,2185.0431232001647,1752.9385122718,1273.5314072968065,1053.2014121893947,0.9494406784665596,0.9675024244001836,104.36175279564219,85.37097394845068,14.0,25.0,40,127,1000,25.0,0.12789473684210526,2.394736842105263,255,42
R18_iter800_lr0.121_l21.03_leaf63,2186.0813054307027,1863.4909852213414,1287.8689860227387,1132.9771457090228,0.9493960746131627,0.9633340597363371,105.71953859507049,92.86026707684276,14.0,25.0,40,63,800,10.0,0.12052631578947368,1.026315789473684,255,42
R5_iter1000_lr0.132_l22.29_leaf127,2187.854877000359,1785.5757081798324,1275.6270287037257,1072.3640169982268,0.9493532485720049,0.9663313153929731,105.78008766845312,88.67743120912718,14.0,25.0,30,127,1000,,0.13157894736842105,2.289473684210526,255,42
R12_iter1500_lr0.095_l21.34_leaf63,2190.0699371562337,1865.6251724793865,1283.4297845554465,1127.0535953367475,0.9492671114455221,0.9632184947241542,108.84161442738309,95.28071374718081,14.0,25.0,40,63,1500,20.0,0.09473684210526316,1.3421052631578947,255,42
R15_iter600_lr0.124_l22.50_leaf63,2190.36250119288,1833.0726891158836,1281.489447091127,1111.3357231496354,0.9492210683661726,0.964465413601337,108.959986797386,92.06236800484933,14.0,25.0,40,63,600,20.0,0.12421052631578947,2.5,255,42
R17_iter1500_lr0.109_l22.18_leaf31,2190.3653342849934,1920.7014415854512,1300.1784035059502,1171.5736205915878,0.9492384821302315,0.9610488260626865,110.66013728360136,99.95518325632437,14.0,25.0,30,31,1500,,0.1094736842105263,2.1842105263157894,255,42
R22_iter800_lr0.124_l21.66_leaf127,2190.4530185148815,1806.9768968859603,1283.3090552714702,1093.4338078693304,0.9491750337407214,0.9654134249103052,106.60454973340295,89.50841397269613,14.0,25.0,40,127,800,15.0,0.12421052631578947,1.6578947368421053,255,42
R8_iter1000_lr0.121_l21.66_leaf63,2192.12346250186,1848.5662745336185,1289.7557989332586,1124.0576102206392,0.9491413807552984,0.9638981415421204,106.24865090339856,92.57040845651028,14.0,25.0,30,63,1000,10.0,0.12052631578947368,1.6578947368421053,255,42
R4_iter1000_lr0.087_l21.76_leaf31,2192.5457525752317,1902.1507135498114,1297.4984081349319,1166.3110208083028,0.9491525063270616,0.9617956537962348,113.39187905123609,100.32454920618305,14.0,25.0,20,31,1000,,0.08736842105263158,1.763157894736842,255,42
R14_iter1500_lr0.084_l20.82_leaf31,2193.4733418833243,1907.3648691436588,1301.7397457169154,1169.4364778427655,0.949076566946605,0.9615914540332069,114.38394822938582,101.08465051566542,14.0,25.0,20,31,1500,,0.08368421052631579,0.8157894736842105,255,42
R31_iter1500_lr0.098_l21.76_leaf31,2194.8085317809255,1934.4360745304357,1303.4117792105644,1180.0295201415852,0.949047754564309,0.9604911196926421,111.13263794659989,101.091921650093,14.0,25.0,30,31,1500,,0.09842105263157895,1.763157894736842,255,42
R33_iter600_lr0.143_l20.61_leaf31,2195.0238899422247,1899.8667016683612,1296.9995575326602,1158.347583092419,0.9490728581117861,0.9619001411380466,109.8806464207965,97.30163907488554,14.0,25.0,30,31,600,25.0,0.14263157894736841,0.6052631578947368,255,42
R2_iter600_lr0.102_l22.29_leaf31,2196.760163174523,1924.565833741383,1303.9434045935752,1178.1357652028896,0.948978236692344,0.9609261199362256,113.15130945352205,101.41871262813336,14.0,25.0,20,31,600,25.0,0.10210526315789473,2.289473684210526,255,42
R19_iter600_lr0.113_l21.24_leaf31,2205.7422802183105,1938.2140398530387,1303.4008644989126,1180.3939967318624,0.9485313340294851,0.9603384433245833,110.51850596359276,100.90561143934275,14.0,25.0,30,31,600,15.0,0.1131578947368421,1.236842105263158,255,42
R16_iter600_lr0.109_l21.55_leaf31,2217.154975650562,1953.5737061067143,1308.2601798635033,1186.1337331734712,0.9480282349451395,0.959732681628475,111.11214066837778,101.16740245472539,14.0,25.0,40,31,600,25.0,0.1094736842105263,1.5526315789473684,255,42
R24_iter600_lr0.087_l20.61_leaf31,2219.154418647123,1971.4637038506007,1319.9102231178904,1207.6660221483055,0.9479330454687418,0.958997007239027,118.52431905256638,105.22366514321844,14.0,25.0,20,31,600,10.0,0.08736842105263158,0.6052631578947368,255,42
R0_iter600_lr0.106_l21.24_leaf31,2219.563815072346,1953.3467177381858,1309.519653771722,1187.4448458166942,0.94788245639301,0.9597436858145041,109.29161416831732,100.87603393696001,14.0,25.0,40,31,600,15.0,0.10578947368421052,1.236842105263158,255,42
R25_iter1000_lr0.102_l22.29_leaf31,2227.65857818445,1978.6035211121216,1315.673483577259,1201.1996299282496,0.9474854417694222,0.9586732886180312,113.51694742193499,103.45949849001492,14.0,25.0,40,31,1000,20.0,0.10210526315789473,2.289473684210526,255,42
R20_iter600_lr0.087_l22.29_leaf31,2239.094470891497,1998.4580668983608,1320.3388992080572,1211.1074645954468,0.9469821765437239,0.9578655942556811,117.0100299296351,105.13946754833697,14.0,25.0,40,31,600,20.0,0.08736842105263158,2.289473684210526,255,42
