config_id,l1_ratio,alpha,rmse_train_mean,mae_train_mean,r2_train_mean,bias_train_mean,rmse_mean,mae_mean,r2_mean,bias_mean,combo_score
15,0.30000000000000004,0.001,4157.978131177406,2646.766253323194,0.8176388079939348,-7.39251789687253e-13,4183.376057126635,2653.0501927979776,0.815346101021117,-0.04808282298136923,3418.213124962306
40,0.1,0.0003455107294592218,4157.955072408823,2647.0640738666225,0.8176408307014563,3.6781644886571037e-13,4183.355807242517,2653.3521594418385,0.8153479358816991,-0.049955031425032104,3418.3539833421773
35,0.6,0.000701703828670383,4157.953752305159,2647.0879614411438,0.8176409465044674,5.022031723838547e-13,4183.355191077763,2653.3769477206984,0.8153479940937856,-0.05013298432261859,3418.3660693992306
10,0.8,0.001,4157.9505026387715,2647.152967256895,0.8176412315819483,2.371352240530524e-13,4183.354833250277,2653.444881491227,0.8153480367857173,-0.050677393245467606,3418.399857370752
11,0.2,0.00024244620170823283,4157.950226463276,2647.1583821364998,0.8176412558103997,-4.721246320781371e-13,4183.354968804629,2653.450642693676,0.815348026003446,-0.05075594199468636,3418.4028057491523
39,0.5,0.0003455107294592218,4157.949445445283,2647.175756742743,0.8176413243284377,-1.134172002810182e-12,4183.355368601813,2653.46900913696,0.8153479939809919,-0.05091510160794499,3418.4121888693862
30,0.2,0.00017012542798525892,4157.948111284333,2647.206327555803,0.817641441377227,-1.1320192570464922e-13,4183.356778677814,2653.5018103258553,0.8153478758782666,-0.0512201924756992,3418.4292945018346
5,0.30000000000000004,8.376776400682924e-05,4157.945258466929,2647.272526848318,0.8176416916834534,5.94398636406113e-13,4183.365521262718,2653.5780691817426,0.8153471229797296,-0.051765883603335894,3418.4717952222304
8,0.4,8.376776400682924e-05,4157.944926441317,2647.2799235495704,0.8176417208174642,-2.4828244865407463e-13,4183.367470498362,2653.5873960407002,0.8153469539279472,-0.05177588795568511,3418.4774332695315
36,0.4,4.124626382901348e-05,4157.943906717215,2647.30298829075,0.8176418102967771,-6.06324332276897e-13,4183.376394973529,2653.6187552100005,0.8153461782685236,-0.05156294530735117,3418.4975750917647
32,0.1,1.4251026703029993e-05,4157.943497937811,2647.313946040258,0.8176418461678693,8.068623161805743e-14,4183.383121073575,2653.635588107441,0.8153455929329265,-0.05120974013762414,3418.5093545905083
2,0.7000000000000001,4.124626382901348e-05,4157.943485737167,2647.3143404653833,0.8176418472385174,-5.706444904414245e-13,4183.383406883167,2653.6362278947754,0.8153455680504649,-0.05118798177584871,3418.509817388971
