config,train_mae_mean,train_mae_std,val_mae_mean,val_mae_std,selected_mean,selected_std,hgb,rf,et,fs_keep_ratio
final_config,780.5215912152003,,1247.809824418535,,17.0,,"{'max_depth': 25, 'learning_rate': 0.09105263157894737, 'max_iter': 600, 'min_samples_leaf': 20, 'max_leaf_nodes': 127, 'l2_regularization': 1.4473684210526314, 'max_bins': 255, 'random_state': 42}","{'n_estimators': 200, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 20, 'bootstrap': True, 'random_state': 42, 'n_jobs': -1}","{'n_estimators': 1000, 'min_samples_leaf': 2, 'min_samples_split': 4, 'max_features': 0.5, 'max_depth': 15, 'bootstrap': False, 'random_state': 42, 'n_jobs': -1}",0.65
