config,fold,n_features_total,n_features_selected,train_mae,val_mae
final_config,1,25,17,1060.0643993742776,1256.8318928168817
final_config,2,25,17,1004.8697594025032,1274.1296816599433
final_config,3,25,17,1018.2109013965581,1271.7360219479783
final_config,4,25,17,1015.2034538421196,1284.7505254153468
final_config,5,25,17,947.3794588930567,1243.167107732153
final_config,6,25,17,988.578156272819,1245.9018871689693
final_config,7,25,17,1036.3301052942286,1228.3924470101542
final_config,8,25,17,998.3657240001504,1224.9957865395472
