config,train_mae_mean,train_mae_std,val_mae_mean,val_mae_std,selected_mean,selected_std,min_samples_leaf,max_leaf_nodes,max_iter,max_depth,learning_rate,l2_regularization,max_bins,random_state
final_config,1008.6252448094642,33.42581776390216,1253.7381687863717,21.88528109006709,17.0,0.0,20,127,600,25,0.09,1.5,255,42
