config,val_rmse_mean,train_rmse_mean,val_mae_mean,train_mae_mean,val_r2_mean,train_r2_mean,val_bias_mean,train_bias_mean,avg_selected_features,avg_total_features,min_samples_leaf,max_leaf_nodes,max_iter,max_depth,learning_rate,l2_regularization,max_bins,random_state
R1_iter600_lr0.128_l20.61_leaf127,2167.2601146794277,1736.3497692066576,1265.673279447306,1045.1201185563289,0.9502427257107303,0.9681368629619378,100.23728728809526,84.58238124122609,18.0,25.0,40,127,600,25.0,0.12789473684210526,0.6052631578947368,255,42
R13_iter1000_lr0.128_l22.39_leaf127,2169.269990352183,1754.1873883467292,1266.9248325854483,1053.9715089566807,0.9501606633224419,0.9675120155157639,102.09046984583303,85.51034008572259,18.0,25.0,40,127,1000,25.0,0.12789473684210526,2.394736842105263,255,42
R30_iter600_lr0.106_l21.03_leaf127,2169.883433650906,1769.9850875606417,1265.6399916106177,1059.1167032555418,0.9501527001487149,0.9669312313575938,104.2811655747,87.25398658752616,18.0,25.0,40,127,600,,0.10578947368421052,1.026315789473684,255,42
R10_iter1000_lr0.106_l21.55_leaf63,2172.36349585506,1815.7896399258361,1274.338868238779,1100.8537963164647,0.9500879272199366,0.9651311566338208,104.90800738443617,91.77397510703662,18.0,25.0,30,63,1000,25.0,0.10578947368421052,1.5526315789473684,255,42
R12_iter1500_lr0.095_l21.34_leaf63,2173.4648142269284,1850.781315154043,1276.7096332389,1118.2564919081453,0.9500032498031739,0.9638148457400453,107.73262928606007,93.81733925998765,18.0,25.0,40,63,1500,20.0,0.09473684210526316,1.3421052631578947,255,42
R28_iter800_lr0.143_l21.97_leaf31,2175.38980507485,1870.5502657195539,1292.798768735796,1147.630230963227,0.94991832551751,0.9630359069547807,107.97210056331335,95.94354470477573,18.0,25.0,20,31,800,10.0,0.14263157894736841,1.9736842105263157,255,42
R33_iter600_lr0.143_l20.61_leaf31,2177.6810063069565,1864.397762412039,1289.4242428203593,1138.3371246121792,0.9498219274970943,0.963306697945757,107.02494006725527,94.5362141298868,18.0,25.0,30,31,600,25.0,0.14263157894736841,0.6052631578947368,255,42
R29_iter1500_lr0.087_l21.97_leaf63,2179.685479105312,1838.6814846663606,1283.8372913810958,1124.155813661353,0.9497319833083081,0.9642589287699054,108.2716640256838,94.47737886642189,18.0,25.0,20,63,1500,10.0,0.08736842105263158,1.9736842105263157,255,42
R21_iter800_lr0.139_l22.50_leaf63,2181.2377942253897,1824.0043622147668,1279.10126775987,1106.7903815227014,0.9496492918092942,0.9648942775752288,101.70991732551667,89.6224225442385,18.0,25.0,40,63,800,15.0,0.13894736842105262,2.5,255,42
R32_iter1000_lr0.143_l22.08_leaf63,2182.3387729379206,1798.412260154008,1279.4097300908777,1091.8402862573607,0.9495979899430904,0.9657581397103094,100.2004266035864,89.82585988822419,18.0,25.0,30,63,1000,20.0,0.14263157894736841,2.0789473684210527,255,42
R14_iter1500_lr0.084_l20.82_leaf31,2183.4113189459454,1904.6613636988848,1297.455398091412,1167.401149005077,0.9495693400288776,0.9617144478630066,112.65551162505665,100.57055351378523,18.0,25.0,20,31,1500,,0.08368421052631579,0.8157894736842105,255,42
R22_iter800_lr0.124_l21.66_leaf127,2187.9784269150987,1787.2307535643258,1279.0141519584918,1084.115755776022,0.9492937186376513,0.9661162729915465,105.01969483571861,88.07204290397354,18.0,25.0,40,127,800,15.0,0.12421052631578947,1.6578947368421053,255,42
R4_iter1000_lr0.087_l21.76_leaf31,2188.4248579710065,1905.5961425134276,1297.3467167928354,1165.9759012360728,0.9493295148148198,0.9616512641611377,111.91700474403581,100.59168011309399,18.0,25.0,20,31,1000,,0.08736842105263158,1.763157894736842,255,42
R15_iter600_lr0.124_l22.50_leaf63,2188.5524395575794,1864.653338621972,1283.8634524569557,1126.4154780007748,0.949309931959548,0.9633085295514345,107.3592860008379,93.90210352097193,18.0,25.0,40,63,600,20.0,0.12421052631578947,2.5,255,42
R17_iter1500_lr0.109_l22.18_leaf31,2191.649921554269,1915.2758739008887,1295.3632127263118,1167.4567689861149,0.9491869328796353,0.9612743210310265,107.96790938617607,98.99552619820416,18.0,25.0,30,31,1500,,0.1094736842105263,2.1842105263157894,255,42
R31_iter1500_lr0.098_l21.76_leaf31,2191.719778865043,1931.380936528932,1298.6738567672473,1176.4213892135417,0.9491519685818683,0.9606072234878955,111.08529928449033,101.0188362357498,18.0,25.0,30,31,1500,,0.09842105263157895,1.763157894736842,255,42
R19_iter600_lr0.113_l21.24_leaf31,2193.9055494453287,1932.1860412463252,1299.972751368684,1177.0955504711842,0.9491061435958066,0.9605948155110151,107.9586418615871,100.16661391966258,18.0,25.0,30,31,600,15.0,0.1131578947368421,1.236842105263158,255,42
R2_iter600_lr0.102_l22.29_leaf31,2204.185286062152,1934.4206022407257,1306.475039134259,1187.3692372269957,0.9486253805795856,0.9604458958142061,115.46554427612492,102.85145229398591,18.0,25.0,20,31,600,25.0,0.10210526315789473,2.289473684210526,255,42
R18_iter800_lr0.121_l21.03_leaf63,2206.89961868262,1905.0985802508378,1297.5425693720658,1155.7236664840289,0.9484647915143272,0.9616678046579641,105.56019470425812,96.09654803559873,18.0,25.0,40,63,800,10.0,0.12052631578947368,1.026315789473684,255,42
R23_iter800_lr0.117_l20.50_leaf31,2207.348444330087,1967.64431131007,1314.862239970937,1206.1722129118973,0.9484315266970533,0.9591197901803861,114.90948083420216,105.01819695938056,18.0,25.0,20,31,800,,0.11684210526315789,0.5,255,42
R25_iter1000_lr0.102_l22.29_leaf31,2214.357001781027,1945.8998456705026,1303.8999531029874,1178.863727958527,0.9481534102081262,0.9600068817274571,109.77774089203163,100.46323174040145,18.0,25.0,40,31,1000,20.0,0.10210526315789473,2.289473684210526,255,42
R24_iter600_lr0.087_l20.61_leaf31,2214.7048663721216,1969.4022036393112,1315.7878064173074,1205.8839954365553,0.9481181353496065,0.9590667905604207,114.4673650891367,104.99859890593132,18.0,25.0,20,31,600,10.0,0.08736842105263158,0.6052631578947368,255,42
R0_iter600_lr0.106_l21.24_leaf31,2223.664238281006,1980.1278526700758,1312.866942301468,1200.9907320311913,0.9477025725909585,0.9586212434062977,112.71610815273715,103.4757117344471,18.0,25.0,40,31,600,15.0,0.10578947368421052,1.236842105263158,255,42
R16_iter600_lr0.109_l21.55_leaf31,2233.7571551528863,1980.6805245272221,1315.0113347831352,1201.9852867766958,0.94720298889415,0.9585765968186614,111.6832876613007,103.32097058926402,18.0,25.0,40,31,600,25.0,0.1094736842105263,1.5526315789473684,255,42
R20_iter600_lr0.087_l22.29_leaf31,2234.8108734348366,2014.2928136254066,1320.2461960273745,1219.981157493612,0.9471756227060097,0.9571805801212642,116.35735238593574,106.83483598100025,18.0,25.0,40,31,600,20.0,0.08736842105263158,2.289473684210526,255,42
