config_id,l1_ratio,alpha,rmse_train_mean,mae_train_mean,r2_train_mean,bias_train_mean,rmse_mean,mae_mean,r2_mean,bias_mean,combo_score
30,0.2,0.006614740641230145,4136.6881445291165,2636.618600234944,0.8195015025223555,-3.771881817171728e-13,4162.263284941277,2643.42474946706,0.8172033283915888,0.3484573257507009,3402.8440172041683
10,0.8,0.021544346900318832,4136.543664051733,2637.132429920812,0.8195141113444346,-1.7752893726486315e-13,4162.095020031539,2643.9367060425448,0.8172181976211217,0.3478591625470786,3403.015863037042
59,0.5,0.006614740641230145,4136.403062676778,2637.691806136164,0.8195263812393061,3.934376644346999e-13,4161.931238174986,2644.4922034798237,0.8172326824891729,0.3469032851704297,3403.211720827405
47,0.2,0.004124626382901352,4136.401658260791,2637.6970519235665,0.8195265037963065,-6.434124461059473e-13,4161.929631982128,2644.497368025525,0.8172328247420935,0.34688641538479725,3403.213500003826
49,0.1,0.0032570206556597828,4136.353990767066,2637.9089806227785,0.8195306635224798,-3.95484890239983e-13,4161.8740882207185,2644.7055490762286,0.817237739542255,0.3464421192790068,3403.2898186484736
5,0.30000000000000004,0.004124626382901352,4136.348557485202,2637.9342702903837,0.8195311376579795,-2.277277666061739e-13,4161.86775055963,2644.730312843492,0.8172383003714914,0.3463880134577959,3403.299031701561
8,0.4,0.004124626382901352,4136.297806490793,2638.1777020224044,0.8195355664175322,1.724213346547058e-13,4161.808748361382,2644.9669380336354,0.8172435231589715,0.34579451641685655,3403.3878431975086
54,0.7000000000000001,0.006614740641230145,4136.241227350696,2638.47670277787,0.8195405037163319,-1.1435297264643196e-13,4161.743271005435,2645.255618689051,0.8172493215874583,0.3449434963207514,3403.4994448472435
58,0.9,0.017012542798525893,4136.211636346028,2638.651338070161,0.8195430859159114,-6.242113084633808e-14,4161.709138958141,2645.4284980756656,0.8172523448580362,0.3444150708558329,3403.5688185169033
36,0.4,0.0025719138090593446,4136.193304180448,2638.760022906163,0.8195446856245945,-8.882037544319927e-13,4161.688419777462,2645.53593675235,0.8172541823487744,0.3439423211788455,3403.612178264906
42,0.4,0.002030917620904735,4136.161360257442,2638.975842841818,0.819547473124133,-2.886947118371733e-13,4161.652339007986,2645.748487989074,0.8172573818482891,0.3430573290621197,3403.70041349853
32,0.1,0.0012663801734674035,4136.15400979763,2639.0296665315827,0.819548114540473,-2.1179508404560633e-13,4161.644144200165,2645.801734842398,0.8172581089947999,0.34281003376709585,3403.7229395212817
37,0.5,0.001603718743751331,4136.125526253281,2639.2645205151885,0.8195506000711557,3.063734308987076e-13,4161.612955172928,2646.0353736151214,0.8172608786093994,0.3416382075328883,3403.8241643940246
2,0.7000000000000001,0.0025719138090593446,4136.12330152277,2639.285536734915,0.8195507942056537,-3.1889765088853116e-14,4161.6105605886205,2646.05670519487,0.8172610913809311,0.34153306864199884,3403.8336328917453
24,0.7000000000000001,0.002030917620904735,4136.111682776391,2639.4028955210133,0.8195518080799928,-8.824685660120271e-13,4161.598519243273,2646.175660301199,0.8172621631934753,0.3408371827907404,3403.887089772236
57,0.4,0.001,4136.110982517801,2639.410237446874,0.819551869185723,4.949032352519873e-13,4161.59785227893,2646.1831530315144,0.8172622228081101,0.34077605142624545,3403.890502655222
48,0.6,0.001,4136.0990711003815,2639.5602376538586,0.819552908599815,-4.4119452695118653e-13,4161.586813624786,2646.3344112227987,0.817263209677778,0.33975706507041803,3403.9606124237926
7,0.7000000000000001,0.0012663801734674035,4136.098047117763,2639.5755078107113,0.8195529979546468,-3.267973764741799e-13,4161.585992331282,2646.349734185551,0.8172632835176742,0.33964848195385855,3403.9678632584164
29,0.8,0.001603718743751331,4136.095169533785,2639.621134095366,0.8195532490583433,3.853467678654782e-13,4161.583957724963,2646.396281459077,0.8172634674576248,0.3392997066342911,3403.9901195920197
9,0.6,0.5878016072274912,4258.1657979514575,2652.2738063939,0.8087448315923511,5.65813700990231e-13,4288.02213409678,2660.7871082057914,0.8059799937352168,0.44624430772475154,3474.404621151286
43,0.9,2.424462017082328,4264.0022139838375,2654.791713583677,0.8082201887967385,-6.579980824159075e-13,4293.964985187587,2663.3602824715517,0.8054414136398766,0.44913201343806985,3478.6626338295696
52,0.4,0.46415888336127775,4286.256312293233,2664.574203254211,0.8062131413839638,-4.1753275382907465e-13,4316.619709134904,2673.327391534233,0.8033814546722764,0.46255721591559684,3494.9735503345682
31,0.7000000000000001,0.9426684551178854,4289.33946695017,2666.00214908001,0.8059342548376474,1.5727729283841113e-13,4319.754044412647,2674.7775292078763,0.8030956017222964,0.464126654648954,3497.2657868102615
