config_id,n_estimators,min_samples_split,min_samples_leaf,max_features,max_depth,bootstrap,rmse_train_mean,mae_train_mean,r2_train_mean,rmse_mean,mae_mean,r2_mean,combo_score
142,1200,4,2,0.6,,False,1311.149838949049,789.9039029790526,0.9818626167707365,2240.1082853167372,1294.7923719824516,0.9468817251005002,1767.4503286495944
30,800,3,2,0.6,,False,1312.0127319267008,790.3450216554146,0.9818387800248004,2241.084645356207,1295.055664424773,0.9468370583452075,1768.0701548904901
61,800,4,2,0.6,,False,1312.0127319267008,790.3450216554146,0.9818387800248004,2241.084645356207,1295.055664424773,0.9468370583452075,1768.0701548904901
63,1000,3,1,0.5,,False,561.2400081772538,326.38114534358556,0.9966760421843102,2220.4883330649513,1297.0082848038526,0.9477998621406246,1758.7483089344018
47,800,3,1,0.5,,False,561.5368132915806,326.46181188276984,0.9966725236235804,2220.72670773333,1297.3722449097813,0.9477884442270841,1759.0494763215556
68,1000,4,2,0.6,25.0,False,1363.7720812618234,828.1793925984064,0.9803785575517814,2243.701371768868,1297.840927848904,0.9467131630367782,1770.7711498088859
57,1000,3,2,0.6,25.0,False,1363.7720812618234,828.1793925984064,0.9803785575517814,2243.701371768868,1297.8409278489041,0.9467131630367782,1770.771149808886
103,800,3,2,0.6,25.0,False,1363.9867963166178,828.2066351371975,0.980372344071783,2245.0558202823945,1298.1090378189783,0.946646849321365,1771.5824290506864
14,800,4,2,0.6,25.0,False,1363.986796316618,828.2066351371975,0.980372344071783,2245.055820282395,1298.1090378189783,0.946646849321365,1771.5824290506866
73,1200,6,2,0.6,,False,1438.0921493450944,859.3601615326206,0.9781813254048539,2246.629481401281,1298.3084888068995,0.9465769963697281,1772.4689851040903
80,1000,6,2,0.6,,False,1438.525398276659,859.578707797781,0.9781682325481913,2247.0776951390208,1298.3667748217122,0.9465531816277741,1772.7222349803665
60,800,6,2,0.6,,False,1438.9616528808479,859.7757220923072,0.9781548489999685,2248.5565611225725,1298.74050356187,0.9464844894520907,1773.6485323422212
119,800,8,2,0.6,,False,1554.0091775515803,924.6671339520615,0.97452320792804,2263.930870192944,1306.4613498795056,0.9457516181788919,1785.1961100362248
98,1200,3,2,0.5,,False,1384.285361956851,836.164104220512,0.9797842081967145,2263.7214766843936,1307.0516591928733,0.9457669071153105,1785.3865679386336
145,1000,3,1,0.6,20.0,False,1230.8682000497447,775.0328501037641,0.9840185876740402,2209.137737361301,1307.1258693042823,0.9483269515751305,1758.1318033327916
75,1000,3,2,0.5,,False,1384.3042158683847,836.1408917664102,0.9797836390387321,2263.585086047133,1307.1903146290392,0.9457743222627952,1785.387700338086
64,1200,3,1,0.6,20.0,False,1230.9188097174572,774.901395527101,0.9840172736826925,2209.2007365135023,1307.2323714469492,0.9483230740473587,1758.2165539802259
116,800,3,1,0.6,20.0,False,1231.4986461505725,775.4372605092358,0.9840021498828662,2209.5355366849963,1307.5466489654036,0.9483106059062523,1758.5410928252
141,1000,4,1,0.6,20.0,False,1321.3233121712256,833.7181876317787,0.9815827744244425,2212.288170956208,1308.8107318337886,0.9481806350367308,1760.5494513949984
10,800,4,1,0.6,20.0,False,1321.6562023828665,834.0414696479634,0.9815735278589077,2213.704902976886,1309.2236704028305,0.9481125152706472,1761.4642866898582
24,1000,8,2,0.6,25.0,False,1584.032060977596,948.8471897145391,0.9735288192250939,2266.8813807692527,1309.6793612385254,0.9456098322878767,1788.280371003889
93,800,8,2,0.6,25.0,False,1584.6950234589347,949.0748762311407,0.9735066486281052,2267.912450631009,1310.0331426160642,0.9455598631398874,1788.9727966235366
42,1200,3,2,0.5,25.0,False,1436.7613730723394,875.4944845747127,0.9782225395416644,2270.303233923144,1312.69240672118,0.9454574737767472,1791.4978203221622
3,1000,4,2,0.5,25.0,False,1436.4012283360084,875.365129252229,0.9782333896779422,2270.6717537607583,1312.736413459159,0.9454410478223501,1791.7040836099586
52,1000,3,2,0.5,25.0,False,1436.4012283360082,875.365129252229,0.9782333896779422,2270.6717537607583,1312.736413459159,0.9454410478223501,1791.7040836099586
4,800,6,2,0.5,,False,1503.9515131327362,900.2557066049247,0.9761381894486492,2275.356351927229,1312.7538687160068,0.9452120592945952,1794.0551103216178
66,800,4,2,0.5,25.0,False,1437.2338152575846,875.5845840520277,0.9782081065700354,2272.3483190974894,1313.0092400172277,0.9453573691154582,1792.6787795573587
134,1000,6,2,0.5,25.0,False,1544.2695781631533,932.7043267714193,0.974842550221185,2281.0101190293535,1317.9248382651886,0.9449409413007192,1799.467478647271
79,1200,6,2,0.5,25.0,False,1544.567118379428,932.8459116776131,0.9748328140369744,2281.3163262042053,1318.1176208601805,0.9449260883557756,1799.716973532193
7,1000,8,2,0.5,,False,1611.318943518665,961.0913417173205,0.9726097170611543,2292.418551242154,1321.1817061414838,0.9443881597544819,1806.8001286918188
1,800,8,2,0.5,,False,1611.8315450627692,961.2643757546832,0.9725921084636435,2291.9733246544265,1321.213897441015,0.9444106285928858,1806.5936110477207
36,800,3,1,0.5,20.0,False,1283.6075705263695,814.2127149418816,0.9826199355835352,2231.5359556515027,1322.0516597031644,0.9472822644896471,1776.7938076773335
140,1200,3,1,0.5,20.0,False,1286.0585782018197,815.4739397336066,0.982553662740797,2232.746245399526,1322.297131392599,0.9472265728169723,1777.5216883960625
109,1200,8,1,0.6,20.0,False,1564.7315187259237,977.8398381246712,0.9741723571456374,2241.021631554417,1323.1191375575092,0.9468470333646939,1782.0703845559633
39,1000,8,1,0.6,20.0,False,1565.4600274323527,978.0804448026533,0.974148284415131,2240.7444807327297,1323.1335028953063,0.9468603715089294,1781.938991814018
8,1000,4,1,0.5,20.0,False,1377.079085647988,873.2484682404759,0.9799959796816972,2235.318872907645,1324.1470807266296,0.9471100274425948,1779.7329768171373
55,1200,4,1,0.5,20.0,False,1378.3012242419504,873.8413506966781,0.9799604489249805,2236.3130263792445,1324.2569028954972,0.9470669477962517,1780.2849646373709
112,800,8,2,0.5,25.0,False,1646.1309599527217,987.7917154708853,0.9714139976301743,2299.913514094619,1326.7317026507083,0.9440294810200173,1813.3226083726636
72,1200,3,2,0.6,20.0,False,1557.4748668218942,966.5512256931385,0.9744103514422819,2273.160339529145,1330.857899149294,0.9453203341760273,1802.0091193392195
83,1200,4,2,0.6,20.0,False,1557.474866821894,966.5512256931385,0.9744103514422819,2273.160339529145,1330.8578991492943,0.9453203341760273,1802.0091193392195
